公告日期,sample_id,实际购买公司名称,认购日期,产品起息日,产品到息日,产品期限,认购金额(万元),产品发行方名称,理财产品名称,理财类型,资金来源,实际购买公司和上市公司关系,买卖方是否有关联关系
2017-10-17,11204,秦皇岛天业通联重工股份有限公司,2017-10-18,2017-10-18,2017-11-24,37天,6500.0,,保证收益型,银行理财产品,自有资金,公司本身,否
2017-09-29,11205,秦皇岛天业通联重工股份有限公司,2017-03-24,2017-03-24,,,1500.0,交通银行股份有限公司秦皇岛分行,保本浮动收益型,银行理财产品,自有资金,公司本身,否
2017-09-29,11205,秦皇岛天业通联重工股份有限公司,2017-03-24,2017-03-24,,,1500.0,交通银行股份有限公司秦皇岛分行,保本浮动收益型,银行理财产品,自有资金,公司本身,否
2017-09-29,11205,秦皇岛天业通联重工股份有限公司,2017-09-11,2017-09-11,2017-10-16,35天,16500.0,,保证收益型,银行理财产品,自有资金,公司本身,否
2017-09-29,11205,秦皇岛天业通联重工股份有限公司,2017-09-12,2017-09-12,2017-10-16,34天,5000.0,,保证收益型,银行理财产品,自有资金,公司本身,否
2017-09-29,11205,秦皇岛天业通联重工股份有限公司,2017-09-29,2017-09-29,2017-11-01,33天,5000.0,,保本浮动收益型,银行理财产品,自有资金,公司本身,否
2017-09-11,11206,秦皇岛天业通联重工股份有限公司,2017-03-24,2017-03-24,,,1500.0,交通银行股份有限公司秦皇岛分行,保本浮动收益型,银行理财产品,自有资金,公司本身,否
2017-09-11,11206,秦皇岛天业通联重工股份有限公司,2017-03-24,2017-03-24,,,1500.0,交通银行股份有限公司秦皇岛分行,保本浮动收益型,银行理财产品,自有资金,公司本身,否
2017-09-11,11206,秦皇岛天业通联重工股份有限公司,2017-08-24,2017-08-24,2017-09-26,33天,5000.0,,保本浮动收益型,银行理财产品,自有资金,公司本身,否
2017-09-11,11206,秦皇岛天业通联重工股份有限公司,2017-09-11,2017-09-11,2017-10-16,35天,16500.0,,保证收益型,银行理财产品,自有资金,公司本身,否
2017-09-11,11206,秦皇岛天业通联重工股份有限公司,2017-09-12,2017-09-12,2017-10-16,34天,5000.0,,保证收益型,银行理财产品,自有资金,公司本身,否
2017-08-24,11207,秦皇岛天业通联重工股份有限公司,2017-03-24,2017-03-24,,,1500.0,交通银行股份有限公司秦皇岛分行,保本浮动收益型,银行理财产品,自有资金,公司本身,否
2017-08-24,11207,秦皇岛天业通联重工股份有限公司,2017-03-24,2017-03-24,,,1500.0,交通银行股份有限公司秦皇岛分行,保本浮动收益型,银行理财产品,自有资金,公司本身,否
2017-08-24,11207,秦皇岛天业通联重工股份有限公司,2017-08-04,2017-08-04,2017-09-08,35天,16500.0,,保证收益型,银行理财产品,自有资金,公司本身,否
2017-08-24,11207,秦皇岛天业通联重工股份有限公司,2017-08-07,2017-08-07,2017-09-11,35天,5000.0,,保证收益型,银行理财产品,自有资金,公司本身,否
2017-08-24,11207,秦皇岛天业通联重工股份有限公司,2017-08-24,2017-08-24,2017-09-26,33天,5000.0,,保本浮动收益型,银行理财产品,自有资金,公司本身,否
2019-04-26,11221,山东金麒麟股份有限公司,2019-04-26,2019-04-26,2019-10-25,182天,0.3,,挂钩利率结构性存款(SDGA190777D),结构性存款,自有资金,公司本身,否
2019-03-25,11222,山东金麒麟股份有限公司,2019-03-27,2019-03-27,2019-06-28,93天,0.3,,中银平稳理财计划-智荟系列192013期,银行理财产品,自有资金,公司本身,否
2019-03-15,11223,山东金麒麟股份有限公司,2019-03-15,2019-03-15,2019-09-12,181天,0.2,,挂钩利率结构性存款,结构性存款,自有资金,公司本身,否
2019-01-11,11224,山东金麒麟股份有限公司,2019-01-11,2019-01-11,2019-04-03,82天,0.4,,中信信托—信惠现金管理型金融投资集合资金信托计划1201期,信托,自有资金,公司本身,否
2019-01-11,11224,山东金麒麟股份有限公司,2019-01-11,2019-01-11,2019-04-03,82天,0.4,,中信信托—信惠现金管理型金融投资集合资金信托计划1201期,信托,自有资金,公司本身,否
2019-01-09,11225,山东金麒麟股份有限公司,2019-01-09,2019-01-09,2019-06-20,162天,1.04,,兴业银行企业金融结构性存款,结构性存款,自筹资金,公司本身,否
2018-12-07,11226,山东金麒麟股份有限公司,2018-12-07,2018-12-07,2019-05-20,164天,0.7,,平安财富*丰和日利债券投资集合资金信托计划,信托,自有资金,公司本身,否
2018-08-01,11227,山东金麒麟股份有限公司,2018-07-31,2018-07-31,2018-10-29,90天,0.5,,中融-唐昇1号结构化集合资金信托计划优先级D93类,信托,自有资金,公司本身,否
2018-07-23,11228,山东金麒麟股份有限公司,2018-07-24,2018-07-24,2018-10-22,90天,0.15,,中国农业银行“金钥匙·安心得利·90天”人民币理财产品,银行理财产品,自有资金,公司本身,否
2018-07-13,11229,山东金麒麟股份有限公司,,,,,,,华夏银行793号增盈定制理财产品中银平稳理财计划-智荟系列,银行理财产品,自有资金,公司本身,否
2018-07-10,11230,山东金麒麟股份有限公司,2018-06-26,2018-06-26,2018-12-26,183天,4600.0,,兴业银行企业金融封闭式结构性存款招商银行点金公司,结构性存款,自筹资金,公司本身,否
2018-07-10,11230,山东金麒麟股份有限公司,2018-07-09,2018-07-09,2018-12-26,170天,1.04,,兴业银行企业金融结构性存款,结构性存款,自筹资金,公司本身,否
2018-06-29,11231,山东金麒麟股份有限公司,2018-06-28,2018-06-29,2018-12-26,180天,0.48,,工银理财保本型“随心E”（定向）2017年第3期招商银行结构性,银行理财产品,自筹资金,公司本身,否
2018-06-26,11232,山东金麒麟股份有限公司,2018-06-26,2018-06-26,2018-12-26,183天,4000.0,,理财之步步生金,银行理财产品,自有资金,公司本身,否
2018-01-09,11233,山东金麒麟股份有限公司,2018-01-09,2018-01-09,2018-07-10,182天,2000.0,,期开放【CNYAQKF】,银行理财产品,自有资金,公司本身,否
2017-12-29,11234,山东金麒麟股份有限公司,2017-12-29,2017-12-29,2018-06-28,181天,1500.0,,匙·安心得利·181天”,银行理财产品,自有资金,公司本身,否
2017-12-29,11234,山东金麒麟股份有限公司,2017-12-28,2017-12-28,2018-06-26,180天,10000.0,,人民币理财产品兴业银行企业金融封闭式结构性存款招商银行点金公司理,结构性存款,自有资金,公司本身,否
2017-12-29,11234,山东金麒麟股份有限公司,2017-12-28,2017-12-28,2018-07-06,190天,10000.0,,财之步步生金8699,银行理财产品,自有资金,公司本身,否
2017-12-03,11235,山东金麒麟股份有限公司,2017-12-01,2017-12-01,2017-12-25,25天,3000.0,,司理财之步步生金8699号理财计划,银行理财产品,自有资金,公司本身,否
2017-12-03,11235,山东金麒麟股份有限公司,2017-12-01,2017-12-01,2017-12-21,21天,2000.0,,民币按期开放,银行理财产品,自有资金,公司本身,否
2017-10-27,11236,山东金麒麟股份有限公司,2017-10-26,,2017-12-13,48天,0.600.400.15,,（多元稳健型）理财计划招商银行点金公司理财日益月鑫理财计划中国农业银行“安心·灵动·45天”人民币理财产品,银行理财产品,自有资金,公司本身,否
2017-10-27,11236,山东金麒麟股份有限公司,2017-10-26,2017-10-26,2017-11-16,21天,2000.0,,民币按期开放,银行理财产品,自有资金,公司本身,否
2017-10-18,11237,山东金麒麟股份有限公司,2017-10-17,2017-10-17,2017-12-18,62天,10000.0,,兴业银行企业金融结构性存款,结构性存款,自有资金,公司本身,否
2017-10-13,11238,山东金麒麟股份有限公司,2017-10-13,2017-10-13,2017-12-25,73天,5000.0,,型“随心E”法人人,银行理财产品,自筹资金,公司本身,否
2017-10-13,11238,山东金麒麟股份有限公司,2017-10-12,2017-10-12,2017-12-25,74天,6000.0,,民币理财产品招商银行单位结构性存款,结构性存款,自筹资金,公司本身,否
2017-10-13,11238,山东金麒麟股份有限公司,2017-10-12,2017-10-12,2017-12-25,74天,1200.0,,理财之步步生金,银行理财产品,自有资金,控股参股公司,否
2017-10-13,11238,山东金麒麟股份有限公司,2017-10-12,2017-10-12,2017-12-14,63天,13000.0,,民币按期开放,银行理财产品,自有资金,公司本身,否
2017-07-19,11240,山东金麒麟股份有限公司,2017-07-19,2017-07-19,2017-08-18,1个月,8000.0,,优悦”保本开放式人民币理财产品（1M）,银行理财产品,自有资金,控股参股公司,否
2017-07-19,11240,山东金麒麟股份有限公司,2017-07-19,2017-07-19,2017-08-18,1个月,8000.0,,优悦”保本开放式人民币理财产品（1M）,银行理财产品,自有资金,控股参股公司,否
2017-07-19,11240,山东金麒麟股份有限公司,2017-07-19,2017-07-19,2017-09-18,61天,2000.0,,封闭式结构性存款产品,结构性存款,自有资金,公司本身,否
2017-06-08,11241,山东金麒麟股份有限公司,,,,91天,0.531.00,,放式人民币理财产品（3M）招商银行点金公司理财之人民币岁月流金51470号理财计划工银理财共赢3号保本型2017年第20期A款（拓户产品）,银行理财产品,自有资金,控股参股公司,否
2019-05-10,11288,杭州老板电器股份有限公司,2017-07-11,2017-07-11,2018-01-23,196天,20000.0,,邮储银行邮银财智•盛盈2017年第134期（浙江吉林）人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2017-06-15,2017-06-15,2018-06-04,354天,10000.0,,中国邮政储蓄银行邮银财智•盛盈2017年第73期（保本）人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2018-01-29,2018-01-29,2018-07-31,183天,10000.0,,农业银行“本利丰”定向人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2018-02-07,2018-02-07,2018-08-03,177天,10000.0,,招商银行点金公司理财之人民币岁月流金85095号理财计划,银行理财产品,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2018-02-08,2018-02-08,2018-08-09,182天,20000.0,,上海银行“稳进”2号结构性存款产品,结构性存款,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2017-09-04,2017-09-04,2018-08-31,361天,17000.0,,农业银行“本利丰”定向人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2018-06-21,2018-06-21,2018-12-18,180天,10000.0,,工银理财浙江共赢3号法人人民币理财产品2018年第,银行理财产品,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2018-06-27,2018-06-27,2018-12-27,183天,10000.0,,兴业银行企业金融结构性存款产品,结构性存款,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2018-07-18,2018-07-18,2019-01-18,184天,20000.0,,南京银行结构性存款,结构性存款,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2018-02-07,2018-02-07,2019-02-01,359天,20000.0,,兴业银行企业金融结构性存款产品,结构性存款,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2018-10-12,2018-10-12,2019-10-11,364天,10000.0,浙江杭州余杭农村商业银行运河支行,农商银行“丰收·丰叶A”2018年第171期HZYHFSFY2018A171,银行理财产品,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2018-10-15,2018-10-15,2019-10-14,364天,20000.0,南京银行杭州余杭支行,南京银行结构性存款,结构性存款,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2019-01-29,2019-01-29,2019-07-29,181天,10000.0,南京银行杭州余杭支行,南京银行结构性存款,结构性存款,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2019-04-01,2019-04-01,2019-12-20,263天,40000.0,兴业银行杭州余杭支行,兴业银行企业金融结构性存款产品,结构性存款,自有资金,公司本身,否
2019-05-10,11288,杭州老板电器股份有限公司,2019-05-06,2019-05-06,2019-11-05,183天,20000.0,招商银行杭州余杭支行,招商银行结构性存款CHZ00738产品,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2017-06-08,2017-06-09,2018-01-09,214天,10000.0,,平安银行对公结构性存款（挂钩利率）2017年0436期人民币产品,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2017-07-11,2017-07-11,2018-01-23,196天,20000.0,,邮储银行邮银财智•盛盈2017年第134期（浙江吉林）人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2017-07-10,2017-07-10,2018-02-06,211天,20000.0,,兴业银行“金雪球”2017年第21期保本浮动收益封闭式人民币理财产品G款,银行理财产品,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2017-08-07,2017-08-07,2018-02-06,183天,20000.0,,上海银行“稳进”2号第SD21706M056A期结构性存款产品,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2017-06-15,2017-06-15,2018-06-04,354天,10000.0,,中国邮政储蓄银行邮银财智•盛盈2017年第73期（保本）人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-01-29,2018-01-29,2018-07-31,183天,10000.0,,农业银行“本利丰”定向人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-02-08,2018-02-08,2018-08-09,182天,20000.0,,上海银行“稳进”2号结构性存款产品,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2017-09-04,2017-09-04,2018-08-31,361天,17000.0,,农业银行“本利丰”定向人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-06-29,2018-06-29,2018-10-08,101天,20000.0,,平安银行对公结构性存款2018年1878期人民币产品,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-05-31,2018-05-31,2018-12-04,187天,10000.0,,上海银行“稳进”2号第SD21806M058A期结构性存款产品,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-06-21,2018-06-21,2018-12-18,180天,10000.0,,工银理财浙江共赢3号法人人民币理财产品2018年第,银行理财产品,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-06-27,2018-06-27,2018-12-27,183天,10000.0,,兴业银行企业金融结构性存款产品,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-06-28,2018-06-28,2019-01-03,189天,10000.0,,上海银行“稳进”2号结构性存款产品SD21806M067SA,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-07-18,2018-07-18,2019-01-18,184天,20000.0,,南京银行结构性存款,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-02-07,2018-02-07,2019-02-01,359天,20000.0,,兴业银行企业金融结构性存款产品,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-08-14,2018-08-14,2019-02-14,184天,10000.0,,江苏银行对公客户人民币结构性存款苏银杭结构【2018】126号,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-08-23,2018-08-23,2019-08-22,364天,20000.0,上海银行股份有限公司杭州余杭支行,上海银行“稳进”2号结构性存款产品SD21801Y059SA,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-09-28,2018-09-28,2019-04-11,195天,10000.0,上海银行股份有限公司杭州余杭,上海银行“稳进”2号结构性存款产品,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-10-12,2018-10-12,2019-04-12,182天,10000.0,兴业银行股份有限公司杭州临平支行,兴业银行企业金融结构性存款产品HZYH20180001012,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-10-15,2018-10-15,2019-10-14,364天,20000.0,南京银行杭州余杭支行,南京银行结构性存款,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2018-12-18,2018-12-18,2019-12-17,364天,30000.0,上海银行杭州余杭支行,上海银行“稳进”2号结构性存款产品SD21801Y103SA,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2019-01-29,2019-01-29,2019-07-29,181天,10000.0,南京银行杭州余杭支行,南京银行结构性存款,结构性存款,自有资金,公司本身,否
2019-04-03,11289,杭州老板电器股份有限公司,2019-04-01,2019-04-01,2019-12-20,263天,40000.0,兴业银行杭州余杭支行,兴业银行企业金融结构性存款产品,结构性存款,自有资金,公司本身,否
2019-03-08,11290,杭州老板电器股份有限公司,2017-07-11,2017-07-11,2018-01-23,196天,20000.0,,邮储银行邮银财智•盛盈2017年第134期（浙江吉林）人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-03-08,11290,杭州老板电器股份有限公司,2017-05-10,2017-05-10,2018-05-10,365天,20000.0,,上海“稳进”2号第SD21701Y021A期结构性存款产品,结构性存款,自有资金,公司本身,否
2019-03-08,11290,杭州老板电器股份有限公司,2017-06-15,2017-06-15,2018-06-04,354天,10000.0,,中国邮政储蓄银行邮银财智•盛盈2017年第73期（保本）人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-03-08,11290,杭州老板电器股份有限公司,2018-01-29,2018-01-29,2018-07-31,183天,10000.0,,农业银行“本利丰”定向人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-03-08,11290,杭州老板电器股份有限公司,2017-09-04,2017-09-04,2018-08-31,361天,17000.0,,农业银行“本利丰”定向人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-03-08,11290,杭州老板电器股份有限公司,2018-03-21,2018-03-21,2018-09-18,181天,10000.0,,交通银行蕴通财富•日增利180天理财产品,银行理财产品,自有资金,公司本身,否
2019-03-08,11290,杭州老板电器股份有限公司,2018-06-21,2018-06-21,2018-12-18,180天,10000.0,,工银理财浙江共赢3号法人人民币理财产品2018年第35期18ZJ035A,银行理财产品,自有资金,公司本身,否
2019-03-08,11290,杭州老板电器股份有限公司,2018-07-18,2018-07-18,2019-01-18,184天,20000.0,,南京银行结构性存款,结构性存款,自有资金,公司本身,否
2019-03-08,11290,杭州老板电器股份有限公司,2018-10-15,2018-10-15,2019-10-14,364天,20000.0,南京银行杭州余杭支行,南京银行结构性存款,结构性存款,自有资金,公司本身,否
2019-03-08,11290,杭州老板电器股份有限公司,2019-01-29,2019-01-29,2019-07-29,181天,10000.0,南京银行杭州余杭支行,南京银行结构性存款,结构性存款,自有资金,公司本身,否
2019-03-08,11290,杭州老板电器股份有限公司,2019-03-06,2019-03-06,2019-09-06,184天,10000.0,稠州银行杭州余杭支行,稠州银行“如意宝”RY190040期机构理财产品,银行理财产品,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2017-06-15,2017-06-15,2017-09-18,95天,10000.0,,中信理财之共赢利率结构17478期人民币结构性理财产品-C17AU0178,银行理财产品,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2017-06-08,2017-06-09,2018-01-09,214天,10000.0,,平安银行对公结构性存款（挂钩利率）2017年0436期人民币产品,结构性存款,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2017-07-11,2017-07-11,2018-01-23,196天,20000.0,,邮储银行邮银财智•盛盈2017年第134期（浙江吉林）人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2017-08-07,2017-08-07,2018-02-06,183天,20000.0,,上海银行“稳进”2号第SD21706M056A期结构性存款产品,结构性存款,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2017-06-15,2017-06-15,2017-09-18,95天,10000.0,,中信理财之共赢利率结构17478期人民币结构性理财产品-C17AU0178,银行理财产品,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2017-09-22,2017-09-22,2018-04-02,192天,10000.0,,中信理财之共赢利率结构17995期人民币结构性理财产品,银行理财产品,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2018-04-13,2018-04-13,2018-07-13,91天,10000.0,,中信银行之共赢利率结构19726期人民币结构性理财产品,银行理财产品,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2018-01-29,2018-01-29,2018-07-31,183天,10000.0,,农业银行“本利丰”定向人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2018-02-08,2018-02-08,2018-08-09,182天,20000.0,,上海银行“稳进”2号结构性存款产品,结构性存款,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2017-08-07,2017-08-07,,,13000.0,,农商银行“丰收•本嘉利”2017年第九期人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2017-09-04,2017-09-04,2018-08-31,361天,17000.0,,农业银行“本利丰”定向人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2018-06-21,2018-06-21,2018-09-30,101天,10000.0,,中信银行共赢利率结构20484期人民币结构性存款产品C185T0184,结构性存款,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2018-06-29,2018-06-29,2018-10-08,101天,20000.0,,平安银行对公结构性存款2018年1878期人民币产品,结构性存款,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2018-05-31,2018-05-31,2018-12-04,187天,10000.0,,上海银行“稳进”2号第SD21806M058A期结构性存款产品,结构性存款,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2018-01-09,2018-01-09,,,10000.0,,农商银行“丰收•本嘉利”2018年第二期人民币理财产品,银行理财产品,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2018-06-27,2018-06-27,2018-12-27,183天,10000.0,,兴业银行企业金融结构性存款产品,结构性存款,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2017-06-15,2017-06-15,2017-09-18,95天,10000.0,,中信理财之共赢利率结构17478期人民币结构性理财产品-C17AU0178,银行理财产品,自有资金,公司本身,否
2019-01-30,11291,杭州老板电器股份有限公司,2018-07-18,2018-07-18,2019-01-18,184天,20000.0,,南京银行结构性存款,结构性存款,自有资金,公司本身,否
